Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,math
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
3,2,1,2,5,5,3,5,3,3,1,5,2,3,1,5,1,3,5,1,1,4,2,5,1,5,5,4,3,3,4,5,3,5,4,1,3,2,5,4,112
3,4,4,4,2,2,4,1,1,4,4,4,2,1,4,3,5,4,4,2,1,2,4,4,1,4,2,4,4,2,1,4,2,2,4,4,5,3,1,4,103
1,3,2,5,5,3,3,5,4,3,4,5,4,3,3,5,3,4,4,3,1,3,2,5,1,5,4,4,4,4,1,5,2,4,3,1,2,1,2,4,103
3,1,5,3,5,5,5,1,5,1,5,3,5,5,5,1,1,1,3,3,1,5,5,5,1,5,5,5,1,4,5,1,1,1,1,1,1,3,1,5,101
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,143
4,2,5,3,4,1,4,2,3,5,4,4,4,2,4,2,4,2,4,2,2,4,4,4,1,4,2,3,4,4,2,1,2,2,4,2,4,4,2,5,113
3,2,3,4,3,3,3,2,3,4,4,3,3,2,4,3,4,4,3,3,2,3,3,3,2,4,2,4,2,2,1,2,4,2,3,3,3,3,2,3,106
2,3,4,0,4,4,1,2,2,1,5,4,2,1,2,4,4,5,2,2,2,2,4,4,3,4,2,4,4,1,1,5,2,2,3,5,4,2,1,2,88
3,3,4,3,3,3,3,4,3,3,2,4,3,2,2,5,2,3,3,3,3,4,3,4,2,4,2,3,3,3,2,3,3,3,3,3,3,3,4,3,115
4,5,1,5,1,2,5,2,2,5,4,5,1,3,2,4,4,5,5,4,2,1,4,4,2,5,1,4,2,3,1,3,4,0,3,5,2,3,2,3,75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
2,3,4,3,2,1,3,4,4,5,1,4,4,1,2,4,2,3,3,3,2,3,4,5,3,4,2,3,2,3,4,2,3,5,3,2,3,1,5,3,120
2,2,2,4,2,1,1,2,1,5,3,5,1,1,5,3,4,5,2,1,1,2,5,5,1,5,1,5,1,5,1,4,1,4,1,5,5,1,2,5,101
2,1,1,3,4,2,2,1,1,3,1,5,5,3,1,5,2,2,5,5,1,5,3,4,3,5,4,3,3,4,1,4,1,5,4,3,1,3,5,4,119
4,3,5,4,1,2,1,2,4,5,4,5,3,2,2,2,3,4,4,3,1,2,3,4,1,5,1,3,1,1,3,4,2,2,4,4,2,4,2,3,103
2,4,4,2,2,4,3,0,0,0,2,3,4,3,2,3,2,0,0,0,3,4,2,3,2,4,2,0,0,0,2,3,3,3,2,2,4,0,0,0,122
4,1,4,2,4,1,4,3,4,3,4,4,4,2,4,1,4,2,1,3,4,4,5,4,2,4,3,4,2,3,3,2,4,2,4,1,2,4,1,4,117
3,3,1,4,3,3,3,3,3,3,4,5,2,1,1,4,2,2,4,3,2,4,3,4,2,4,2,4,2,4,1,2,4,4,2,2,2,3,4,2,119
1,2,4,2,3,4,2,5,2,4,2,4,2,2,2,3,2,4,3,5,1,4,2,5,1,3,2,1,1,4,1,2,3,4,2,3,4,4,4,2,117
4,4,2,4,4,2,4,2,4,4,1,2,4,2,1,2,1,4,2,4,4,4,4,4,1,4,2,5,1,4,2,4,4,5,2,2,2,2,4,2,119
2,4,3,5,3,2,3,2,2,3,4,4,2,2,3,4,5,5,3,2,1,2,3,5,1,4,3,4,1,1,2,3,2,1,1,5,1,4,3,1,97
1,1,5,1,5,1,1,1,5,1,5,5,1,5,5,1,5,1,1,1,1,1,5,5,1,5,1,5,1,1,1,5,1,1,5,1,1,1,1,1,93
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,137
4,4,2,4,1,1,4,2,1,1,5,4,2,2,4,4,2,5,4,1,2,4,4,4,2,5,1,4,2,3,2,2,4,1,4,5,2,2,2,2,110
3,5,1,5,1,5,3,1,1,5,5,1,3,5,3,1,5,3,3,5,2,1,3,3,3,5,1,5,1,3,3,2,1,3,1,5,1,1,3,1,97
5,2,5,2,2,2,5,1,4,5,5,4,1,1,5,1,4,2,1,5,1,2,4,5,1,5,1,4,1,1,4,1,2,1,5,4,1,5,1,5,103
4,5,5,5,1,5,4,2,1,5,4,5,2,2,5,1,5,5,4,1,1,1,4,5,2,5,1,4,5,4,1,1,2,1,1,5,5,5,5,2,89
2,5,4,5,1,5,1,2,1,5,3,4,1,5,5,4,4,5,5,1,2,4,1,4,1,5,1,3,1,1,1,3,1,2,1,5,5,2,2,2,86
2,5,2,4,3,1,1,2,1,5,5,5,2,2,3,3,3,4,3,3,0,0,5,2,1,5,3,3,1,2,3,2,1,3,3,2,3,3,2,4,90
3,4,4,3,2,1,5,1,4,2,5,5,4,2,5,1,1,4,3,3,1,2,4,5,1,1,2,5,1,2,4,1,2,1,2,2,1,2,1,4,109
1,5,1,5,1,1,2,2,1,5,3,5,1,4,3,3,5,5,2,1,1,1,5,4,1,2,1,1,2,3,1,5,4,3,1,5,4,1,3,2,103
4,3,4,4,3,2,4,3,1,4,4,3,2,3,4,2,3,5,4,3,2,2,4,4,1,1,1,3,1,2,1,3,2,2,4,3,2,3,1,4,108
4,1,1,4,3,2,0,4,3,3,3,1,3,1,5,1,3,1,1,2,3,2,2,1,2,1,2,4,3,4,5,4,3,2,5,5,5,1,1,3,133
2,5,4,5,1,3,1,2,1,5,2,1,1,3,5,5,5,5,5,1,1,1,3,5,1,5,1,1,2,1,1,1,1,1,1,4,1,3,5,3,101
2,2,3,2,4,4,3,3,5,2,2,4,4,2,2,4,2,1,3,4,3,5,2,4,1,5,5,4,4,3,5,4,3,4,2,3,2,2,5,2,112
4,1,5,1,5,1,3,1,5,4,5,5,5,1,5,1,5,1,5,1,1,2,5,5,1,5,3,5,3,5,4,1,5,1,3,1,5,3,1,5,105
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
3,5,5,3,4,1,4,3,4,5,4,4,1,1,2,3,2,3,5,1,4,2,5,4,1,5,3,3,1,4,4,1,5,1,5,3,4,5,1,4,114
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
3,2,1,2,3,4,3,5,3,2,1,4,3,2,1,5,1,3,3,3,2,5,3,4,3,5,2,3,1,2,5,1,4,5,3,2,2,1,5,3,127
2,3,1,3,4,1,2,4,2,4,1,4,2,1,2,4,1,4,3,4,2,3,4,2,1,5,1,2,2,2,2,2,4,4,2,2,1,3,4,3,132
5,3,4,3,4,1,5,2,5,5,4,4,5,1,4,1,4,3,5,1,0,2,5,4,2,4,1,1,2,1,4,1,2,1,4,2,1,5,2,5,101
3,1,1,2,4,3,4,4,4,2,1,4,4,3,1,5,1,3,4,4,2,5,3,4,2,4,3,3,2,2,3,3,2,4,3,2,3,3,4,3,123
4,3,1,3,3,2,4,4,2,5,1,4,3,2,3,5,1,4,2,4,2,4,3,3,2,5,1,4,2,3,2,4,2,2,4,3,4,4,4,3,117
2,1,3,3,4,2,3,3,3,3,1,5,4,2,2,5,2,3,3,3,3,5,4,5,1,4,5,5,3,3,5,4,3,5,3,1,3,2,4,4,114
3,2,5,3,4,3,2,4,3,3,1,5,5,3,3,4,2,3,5,4,2,4,5,5,3,4,4,3,3,4,2,5,3,5,2,4,3,3,4,4,105
4,1,1,3,0,1,2,2,1,4,1,4,4,2,2,4,1,4,4,3,2,5,5,3,1,5,2,5,1,2,1,4,2,5,2,1,1,2,4,4,74
4,4,3,4,1,2,3,2,2,5,3,4,2,2,4,3,2,4,4,3,2,3,3,3,1,4,2,4,2,4,1,3,4,2,3,4,4,4,1,3,109
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
1,3,1,3,3,2,1,1,3,3,1,3,3,5,1,5,1,3,3,5,3,4,1,5,3,4,2,1,1,1,1,3,1,5,1,3,1,1,5,1,120
5,5,2,5,1,4,4,3,1,5,3,4,1,1,5,3,5,5,4,2,1,1,1,2,1,3,1,5,1,4,1,1,3,3,1,5,3,4,3,2,102
3,5,4,5,1,4,4,2,1,5,4,4,1,4,5,3,4,5,4,3,4,2,2,4,1,5,1,4,3,2,2,3,4,3,2,4,3,1,2,2,92
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,145
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,84
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
1,3,2,3,3,4,1,5,2,3,2,5,5,4,2,4,2,4,3,5,3,4,3,5,1,5,3,5,3,2,3,4,2,3,1,3,5,1,4,2,102
3,4,4,1,4,2,3,2,4,4,5,4,4,4,5,2,4,2,4,0,2,3,4,3,1,4,4,4,2,3,3,2,4,1,4,4,3,2,2,4,89
3,2,4,3,4,3,4,3,1,3,1,5,3,2,2,4,2,3,4,3,3,5,2,3,1,5,3,3,1,2,2,2,4,5,4,1,2,2,4,3,120
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
3,3,1,3,2,2,2,4,2,3,1,5,2,2,2,5,2,4,5,3,2,3,4,4,1,4,3,4,3,3,2,3,2,4,3,3,4,3,5,4,116
4,3,2,4,4,3,3,2,2,3,5,4,3,3,4,2,4,5,4,3,2,2,4,3,2,4,2,3,2,3,3,4,4,1,3,4,3,4,2,3,104
2,1,1,4,1,2,5,2,4,4,2,5,2,1,4,4,3,2,3,2,1,1,4,1,2,4,1,4,2,5,1,2,2,1,4,2,4,2,1,3,122
3,3,2,3,2,4,5,4,4,3,3,4,4,3,1,5,3,3,2,0,2,4,3,4,2,4,4,3,1,3,4,1,3,4,4,3,2,2,4,2,142
5,4,5,5,2,5,4,4,2,5,5,1,1,3,5,3,5,5,4,4,1,1,1,5,0,5,1,4,1,2,4,2,3,3,1,4,3,3,4,3,124
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
2,1,3,5,3,5,3,4,5,5,5,5,3,5,2,5,1,1,3,4,5,2,5,5,5,5,3,5,1,1,4,4,3,5,3,3,1,1,5,4,100
4,3,4,3,3,1,5,2,3,5,4,5,3,2,2,2,3,3,2,2,3,2,4,3,3,5,1,4,1,5,3,2,2,2,3,1,2,3,2,5,114
4,4,5,2,4,5,2,3,5,4,3,4,3,3,3,4,1,2,4,2,2,4,5,3,2,3,4,3,1,2,4,3,3,3,3,3,4,4,5,3,110
4,4,2,4,4,3,3,3,3,3,2,4,4,2,2,4,2,3,4,3,2,4,3,3,1,4,4,4,3,2,3,3,3,3,3,3,2,4,3,3,114
4,2,4,4,4,2,4,3,4,4,5,1,2,2,3,2,3,4,4,2,2,2,4,4,1,5,4,4,2,4,2,2,4,2,3,2,2,4,2,4,110
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
3,4,1,3,4,2,3,4,2,1,1,0,2,1,1,3,1,2,4,3,1,5,4,4,1,4,4,5,1,5,1,1,4,4,1,3,1,2,2,4,145
2,5,3,5,1,2,4,2,1,5,2,4,1,3,4,3,4,5,4,2,2,1,5,4,1,4,1,4,1,3,1,2,4,2,3,5,3,3,2,3,101
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
4,3,2,4,2,1,4,2,2,5,5,4,2,4,5,3,4,4,3,3,3,2,5,4,1,4,2,5,1,4,2,1,4,1,2,4,4,3,2,2,102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
2,3,2,3,3,3,3,4,3,4,5,4,4,0,2,3,2,5,2,3,2,4,3,4,2,4,4,0,1,0,3,3,3,3,3,4,5,1,4,2,145
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
3,1,2,2,3,2,3,4,4,3,2,5,4,3,2,5,2,1,4,3,2,4,3,3,2,4,4,3,2,3,4,3,4,5,3,1,3,2,4,3,124
3,4,4,3,4,2,4,2,4,2,4,3,3,3,4,3,5,3,1,2,2,1,3,4,4,5,4,3,1,3,3,2,1,3,3,4,1,1,2,2,106
3,2,1,4,4,2,2,2,2,3,3,4,4,4,4,5,2,5,4,4,2,4,4,4,2,5,4,4,4,2,4,4,2,4,3,4,4,3,3,3,105
4,4,4,4,2,2,2,2,2,4,4,4,2,4,4,2,4,4,4,2,2,2,4,4,1,4,2,4,2,2,2,4,2,2,2,4,2,4,2,2,95
1,1,1,1,5,4,2,5,4,1,1,5,5,4,1,5,1,4,5,5,2,5,4,2,1,5,5,2,2,2,5,5,2,5,2,1,3,1,5,1,120
4,3,1,4,3,2,2,4,3,4,2,4,3,1,2,3,2,3,5,4,2,4,4,2,3,4,4,4,2,2,1,2,3,4,2,3,2,4,4,2,121
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,147
2,1,1,3,4,3,4,5,5,2,5,4,4,5,3,5,1,2,3,3,2,5,4,5,1,5,5,2,3,3,4,4,2,5,2,1,2,3,5,1,115
5,2,4,2,3,1,5,1,5,4,1,4,3,1,5,1,4,1,5,4,2,5,5,4,1,4,2,5,2,1,3,1,2,1,5,1,2,5,2,5,115
3,2,5,1,4,4,1,2,5,1,4,4,4,3,4,3,4,1,3,2,3,3,1,3,1,2,4,3,3,3,4,2,2,2,3,4,1,3,2,3,109
5,3,5,3,1,1,5,1,4,5,4,5,4,1,5,1,3,4,5,3,1,2,5,5,1,5,2,4,1,1,4,1,4,3,4,1,3,4,3,5,107
3,1,1,1,5,5,3,2,1,5,1,5,5,3,5,3,5,3,1,5,3,5,3,5,2,5,3,1,1,5,5,2,0,5,1,1,5,3,3,3,107
2,1,5,1,5,5,1,5,5,1,1,5,5,3,1,4,1,5,2,5,3,5,3,5,3,5,5,3,3,5,5,5,2,5,2,1,3,1,5,2,112
2,4,4,4,4,2,4,4,2,4,4,4,3,2,4,3,4,4,4,2,2,2,4,2,2,4,2,4,2,1,2,2,2,2,4,4,4,4,2,3,104
2,2,4,2,4,2,5,4,4,2,2,5,4,4,2,2,2,2,1,4,3,4,4,2,1,5,4,1,1,2,4,4,1,5,5,1,4,1,4,4,118
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82
3,5,2,5,1,5,2,2,1,5,4,3,2,4,3,3,4,5,4,2,3,2,1,4,1,4,1,4,2,2,1,2,3,3,2,5,3,4,3,1,97
1,3,5,4,3,2,3,4,3,5,5,4,3,1,1,2,2,2,5,3,2,2,5,4,2,4,3,3,3,3,4,4,5,5,2,3,3,1,5,3,113
1,5,1,4,1,5,1,1,2,5,4,5,3,4,4,2,2,5,3,2,3,3,1,4,1,4,1,4,4,2,1,4,3,2,2,5,3,2,3,1,94
3,3,5,2,1,1,3,1,3,3,5,3,3,4,4,1,4,3,1,3,3,2,5,4,1,5,3,3,1,2,3,3,1,1,3,3,3,3,1,3,102
2,2,5,4,3,2,4,4,5,3,2,3,4,5,3,4,2,3,5,3,1,4,4,4,2,3,2,5,2,3,3,2,5,4,3,4,4,2,5,0,119
2,3,4,4,3,2,2,4,2,3,1,5,3,2,2,4,2,4,5,3,2,4,4,4,1,3,2,4,4,3,2,3,3,4,3,4,4,2,4,4,115
2,3,2,3,4,2,2,4,2,2,5,4,3,2,2,3,2,3,4,4,4,4,4,2,2,4,5,3,1,3,3,2,2,4,3,4,1,2,4,3,120
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
2,1,3,2,4,2,4,4,3,2,2,3,4,3,2,4,2,2,2,3,3,5,3,4,2,4,4,3,1,3,3,3,3,3,3,2,2,2,3,4,120
3,5,2,5,1,4,4,2,1,5,2,5,2,5,4,1,4,5,2,4,4,3,2,4,1,4,1,4,2,4,1,4,3,1,4,1,4,3,1,4,97
3,3,5,4,2,3,4,2,1,5,4,4,1,4,3,4,5,5,2,1,1,1,4,4,1,5,1,4,3,3,2,3,3,2,3,2,3,4,1,2,97
5,4,5,1,5,5,5,1,5,1,5,5,5,1,5,1,3,3,5,1,1,2,5,3,2,5,5,5,1,2,5,1,5,1,5,2,1,4,1,5,104
5,1,5,2,5,1,5,1,5,4,5,2,4,1,5,2,4,1,5,1,1,3,5,5,1,1,2,5,2,4,4,1,1,1,5,1,5,5,2,4,114
3,5,5,4,2,2,3,3,1,4,4,2,3,4,3,2,5,4,3,2,2,1,5,4,2,4,1,3,2,3,2,3,4,2,2,4,4,2,2,4,102
2,1,3,2,4,3,4,4,5,2,1,4,4,3,1,4,2,1,3,3,3,4,2,3,2,5,4,3,2,2,4,3,2,4,3,2,2,2,4,3,122
5,2,3,1,3,1,5,2,5,4,5,4,4,1,4,1,3,1,5,4,4,3,5,3,1,4,3,4,1,3,4,1,3,1,5,1,2,5,2,5,122
2,2,5,2,2,5,4,2,5,5,4,2,2,4,4,1,5,2,2,2,1,2,2,2,2,2,5,5,1,2,5,4,4,1,3,2,4,2,2,2,98
5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,129
3,2,5,3,3,4,1,3,5,2,4,2,2,3,4,1,5,1,1,3,1,1,3,4,1,3,3,2,1,3,1,1,4,2,3,2,4,3,4,3,111
0,3,5,4,3,2,4,3,3,5,3,3,1,2,3,3,4,5,3,2,2,2,3,4,1,4,1,4,2,2,1,4,4,1,2,3,4,4,2,1,118
4,2,1,2,4,3,4,4,3,2,1,4,5,2,1,1,1,2,2,5,2,5,3,4,2,2,4,3,2,2,4,2,2,5,3,2,1,4,4,3,132
2,3,3,5,5,1,2,3,3,5,5,2,1,5,1,5,1,2,5,1,3,5,5,5,2,5,5,2,5,0,5,3,2,5,3,3,1,2,5,5,74
3,2,4,2,4,2,3,4,3,3,2,3,4,2,3,4,2,3,4,3,2,4,3,3,1,4,3,4,2,0,3,3,3,4,3,2,2,3,4,3,128
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,147
4,3,4,2,4,4,4,2,3,3,4,3,3,4,4,1,4,2,5,2,5,2,2,1,3,3,3,2,5,5,3,4,5,2,3,2,5,4,3,3,109
4,1,2,4,4,2,4,4,2,2,4,4,4,3,2,4,2,4,1,4,2,4,2,4,1,5,4,3,1,2,3,4,3,4,2,2,2,2,3,2,113
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,149
2,2,4,2,4,1,3,4,5,4,2,4,3,5,2,4,2,4,4,3,2,1,4,2,1,4,4,3,3,3,4,2,3,4,2,2,3,2,4,3,117
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3,1,3,4,5,4,1,1,5,1,4,5,1,1,4,5,4,2,5,3,1,5,4,5,1,5,5,4,1,1,2,3,1,5,4,1,4,1,5,2,109
3,2,1,3,3,2,4,0,1,5,1,5,3,3,2,5,1,0,2,3,2,4,4,4,1,5,3,3,5,3,2,4,4,5,2,3,3,4,4,5,145
4,5,4,4,2,3,4,2,1,4,4,5,2,2,2,3,1,4,4,2,1,2,2,3,2,2,0,3,2,2,1,2,3,2,3,4,4,3,1,3,85
1,1,1,4,5,1,2,4,2,3,5,5,2,1,4,2,5,3,3,2,1,2,4,4,1,5,2,5,1,1,3,3,1,1,5,2,1,3,2,5,107
4,3,5,3,3,1,4,1,3,4,4,4,3,1,4,4,4,3,4,4,1,3,5,3,1,5,4,5,1,3,4,2,1,2,4,2,4,4,1,4,106
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,143
4,1,1,0,3,1,2,1,1,5,1,5,2,0,3,5,2,4,3,5,1,1,5,5,0,5,5,3,5,3,0,2,5,5,2,4,2,1,5,1,89
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
5,5,5,4,1,5,4,2,2,5,3,4,3,2,2,3,2,5,1,3,2,2,2,4,1,5,1,4,1,2,1,5,5,2,1,2,5,5,2,1,99
1,5,5,3,1,5,5,1,1,1,5,1,1,5,1,1,5,1,5,3,1,1,5,5,1,5,1,1,1,1,5,5,5,3,5,3,5,5,5,5,99
3,2,4,2,4,5,4,4,3,3,1,3,5,2,1,5,1,5,1,3,1,5,2,5,4,5,5,3,1,3,5,2,4,5,5,3,1,2,3,4,118
4,4,2,5,2,2,2,2,1,4,4,5,1,3,5,4,4,5,2,2,2,2,5,4,2,4,1,4,2,2,1,4,2,2,2,3,4,4,2,2,98
3,3,4,4,4,2,3,4,4,3,2,2,2,2,3,3,2,2,5,4,3,4,5,4,1,3,2,3,1,2,3,2,2,3,2,3,4,2,4,3,118
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,143
3,2,1,3,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,3,1,4,4,0,0,0,0,0,0,101
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
3,5,3,4,2,2,4,3,3,5,4,2,1,2,4,3,4,3,2,2,4,3,4,5,1,5,2,4,1,3,3,2,4,3,3,4,4,2,2,2,105
1,1,5,3,2,1,5,1,4,5,5,3,3,1,5,1,5,3,5,3,2,1,5,4,3,5,1,3,1,3,1,1,5,2,5,1,1,1,1,5,113
5,5,1,0,0,0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,136
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
3,1,1,2,0,2,2,4,4,4,1,3,5,2,0,5,1,3,3,5,3,5,3,4,0,4,2,2,2,3,5,2,3,5,0,1,3,2,5,4,148
4,5,3,5,1,4,4,2,1,5,4,5,1,4,2,2,4,5,4,2,2,3,5,2,2,5,1,5,1,2,2,4,3,2,2,5,5,3,2,4,95
2,1,3,2,3,3,3,1,4,1,4,1,3,3,4,2,4,2,4,4,4,2,2,1,4,1,3,2,5,5,3,3,4,2,2,1,5,1,1,2,122
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,146
4,5,3,5,1,3,4,2,1,5,5,5,2,4,4,2,3,5,4,4,4,2,4,5,1,4,1,3,3,3,1,3,4,2,3,5,4,3,2,3,92
3,1,3,1,5,4,0,5,4,1,1,4,5,2,1,5,1,1,5,4,3,5,4,4,2,5,5,3,2,2,4,3,4,4,4,1,3,2,5,1,90
1,3,3,3,1,5,3,1,1,5,5,1,1,5,2,5,5,5,1,1,1,1,3,4,3,5,5,1,1,1,3,3,1,2,1,5,1,5,3,1,97
4,2,5,2,2,2,1,4,1,2,4,5,2,2,2,4,2,4,2,2,2,5,4,5,2,4,2,5,2,2,1,2,4,5,2,4,1,2,5,2,112
4,4,4,3,2,3,5,3,2,5,3,4,2,4,4,1,4,3,5,3,2,2,4,5,1,2,1,5,1,3,2,3,4,1,2,4,3,0,4,2,102
4,5,5,3,0,1,5,2,5,5,5,4,3,0,3,2,4,2,4,4,2,4,5,3,2,4,4,3,1,3,4,3,4,1,5,3,1,4,2,5,132
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,149
2,1,3,3,5,3,3,4,3,1,3,5,5,3,1,5,1,1,5,5,1,5,5,4,3,5,5,3,3,3,5,5,3,5,1,1,5,2,5,3,119
4,4,2,4,4,2,5,4,2,3,1,5,4,3,2,4,2,2,5,4,1,4,3,5,1,4,3,5,1,2,2,4,1,4,2,2,1,1,5,2,111
4,1,2,2,5,1,3,5,4,4,2,4,5,1,1,5,1,2,4,4,2,5,5,4,2,4,5,2,1,3,4,4,1,5,1,2,3,3,4,1,126
2,4,5,2,2,4,2,4,4,5,2,4,4,4,1,3,3,2,5,3,1,3,5,4,1,4,4,4,2,3,3,3,2,5,3,2,3,2,5,2,110
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,144
1,3,5,1,3,1,1,1,3,4,5,5,3,5,5,1,5,3,1,3,1,4,3,5,1,5,5,5,1,3,4,5,3,1,3,3,1,1,1,3,91
1,3,1,3,1,3,1,5,4,5,4,3,4,1,1,5,1,2,3,3,2,5,3,3,1,5,2,3,1,3,5,5,3,5,4,5,3,1,4,5,118
